id_phrase,phrase,prompt
6058,I have a painful cramp in my feet,Foot ache
6059,I feel very hard to breathe,Hard to breath
6060,i was watching tv and suddenly have blurry vision,Blurry vision
6061,I got injured exercising,Injury from sports
6062,I get i joint pain when i try to bend my leg or my arm,Joint pain
6063,I feel pain in my joint after an injury in the last football match I played.,Joint pain
6064,My head is spinning when I get up.,Feeling dizzy
6065,My wound opened up again,Open wound
6066,"I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits.",Acne
6067,I have pain in my stomach,Stomach ache
6068,It hurts when I raise my arm up,Shoulder pain
6069,My neck hurts me and i can't stand with this pain,Neck pain
6070,I feel heart pain when I walk a lot,Heart hurts
6071,I'm not feeling good I get infection wound,Infected wound
6072,I feel pain in my neck after waking up,Neck pain
6073,I had a pain in my knee when I was swimming,Knee pain
6074,I can't do anything I feel a weak in my body,Body feels weak
6075,I get breakouts on my chest with red patches that get more intense when i get hot.,Acne
6076,I have pimples on my back.,Acne
6077,The knee feels like it rusted and I suddenly cannot bend it anymore.,Knee pain
6078,There is pain in the muscles I do not know caused,Muscle pain
6079,"I can't stand up, I feel my brain is moving inside my skull.",Head ache
6080,I have internal pain whenever I come down with a cold.,Internal pain
6081,My body feels weak and i think that my face is fade and i can't sleep well,Body feels weak
6082,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",Muscle pain
6083,I don't do anything at home and still I feel exhausted.,Body feels weak
6084,I usually have a bad cough when I get flu.,Cough
6085,I got acne when I ate chili,Acne
6086,I feel very hard to breathe,Hard to breath
6087,when i raise my hand i feel pain in my shoulder.,Shoulder pain
6088,I have acne all over my face,Acne
6089,I get clusters of pimples on my face that never go away.,Acne
6090,My foot hurts me a lot of playing football,Foot ache
6091,I'm having a hard time reading because the letters are all fuzzy,Blurry vision
6092,i was playing football and injuried with joint pain.,Joint pain
6093,I feel discomfort throughout the body in general,Body feels weak
6094,there pain in my foot,Foot ache
6095,I don't know why I'm constantly sad.,Emotional pain
6096,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain
6097,Chronic disease of hair follicles and sebaceous glands,Acne
6098,My chest hurts when I smoke,Internal pain
6099,I feel lightheaded when I stand up,Feeling dizzy
6100,My heart hurts when I exercise,Heart hurts
6101,I feel a burning sensation in my shoulder muscle.,Muscle pain
6102,i feel pain in my neck,Neck pain
6103,i have a great pain in my thorax from heart injury,Heart hurts
6104,I get terrible headaches every few months and when I get them my vision is affected.,Head ache
6105,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,Open wound
6106,My neck feels stiff,Neck pain
6107,i'm disappointed,Emotional pain
6108,I have a pain in my stomach,Internal pain
6109,I do not know why I feel cold,Feeling cold
6110,when i raise my hand i feel pain in my shoulder.,Shoulder pain
6111,I feel very weak in my body,Body feels weak
6112,"It is hard to breath when I am in the underground metro station, why?",Hard to breath
6113,My face break out badly every month around my cycle.,Acne
6114,My lower back hurts but it improves if I stretch it,Muscle pain
6115,"i was diagnosed with pneumonia, i can't breath easily.",Hard to breath
6116,I have cloudy eyes,Blurry vision
6117,I need a kind of cream wich make my muscles more relaxed,Muscle pain
6118,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,Foot ache
6119,I can't stand up or sit down I have a pain in my back that annoys me,Back pain
6120,severe pain in the upper left side of chest and may have pain to back,Heart hurts
6121,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain
6122,My skin is itching.,Skin issue
6123,"When I move my shoulder, it's like lightning is being sent through my shoulder",Shoulder pain
6124,I have a hair shortage,Hair falling out
6125,I feel a lot of pain in the joints.,Joint pain
6126,I feel congestion in my chest,Cough
6127,I have tried to make massage on my foot but they still pain me,Foot ache
6128,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain
6129,I have a cold and it makes me cough alot,Cough
6130,I break out on my face very frequently,Acne
6131,I have a dry throat,Cough
6132,My chest break out with red pimples and whiteheads.,Acne
6133,I do not feel better in my muscles,Muscle pain
6134,My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and is puffy.,Infected wound
6135,my neck hurts me and i can't look down or up,Neck pain
6136,I m feeling cold though the temperature is high,Feeling cold
6137,"I have a blurry vision during my swimming training in the pool, why?",Blurry vision
6138,I feel a pain in my neck,Neck pain
6139,When I brush my hair I notice big clumps of hair coming out in the brush.,Hair falling out
6140,The pain in my ear is unbearable.,Ear ache
6141,i feel cold,Feeling cold
6142,When I do hard exercises I feel great pain in my muscles.,Muscle pain
6143,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,Infected wound
6144,My head hurts when I'm doing this.,Head ache
6145,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",Blurry vision
6146,i have injured myself during the soccer match,Injury from sports
6147,Every time I comb my hair there are so many hair in my comb.,Hair falling out
6148,"I feel a pain on the left side of my chest, where my heart is",Heart hurts
6149,There is so much pain when I move my arm.,Shoulder pain
6150,"redness, swelling, and difficulty walking",Knee pain
6151,My shoulder has agreat pain,Shoulder pain
6152,Yesterday I had a shouder pain,Shoulder pain
6153,My lower back hurts but it improves if I stretch it,Muscle pain
6154,When I remember her I feel down,Emotional pain
6155,I have an indigestion,Stomach ache
6156,It hurts when I bent my arm,Joint pain
6157,I feel a bone-on-bone pain in my knees when I climb stairs.,Joint pain
6158,Every time I take a deep breath I start coughing,Cough
6159,Severe pain in the ear,Ear ache
6160,My foot hurts and I can't turn it.  Maybe it's broken.,Foot ache
6161,my left side aches much,Internal pain
6162,I love to garden but I get a terrible twinge in my lower back when I lean over.,Back pain
6163,The crushing sensation on my heart leaves me breathless.,Heart hurts
6164,I have acne in my face and other problema in my derma like itching,Skin issue
6165,Every time I comb my hair there are so many hair in my comb.,Hair falling out
6166,when i raise my hand i feel pain in my shoulder.,Shoulder pain
6167,I have a great stomach ache and i can't eat any thing,Stomach ache
6168,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,Infected wound
6169,i have injured myself during the soccer match,Injury from sports
6170,The area around my heart doesn't feel good.,Heart hurts
6171,i was travelling by ship and i feel dizzy.,Feeling dizzy
6172,I have terrible pain in my heart,Heart hurts
6173,My neck is annoying me I can't sleep bacause of it,Neck pain
6174,When I bend over I get a shooting pain down my back,Back pain
6175,I feel like the room is spinning,Feeling dizzy
6176,there is a red stain in my skin,Skin issue
6177,heavy breath with fatigue,Emotional pain
6178,I have a lot of knee pain whenever I go running.,Knee pain
6179,I fell off my bike and since then I had hard  knee pain,Knee pain
6180,My shoulder muscle hurts when I try to reach up.,Muscle pain
6181,I have a pain internal,Internal pain
6182,I chopped off the tip of my finger while I was cutting some cardboard and I cannot stop the bleeding.,Open wound
6183,Can't keep focus,Head ache
6184,red flushes accompanied with itchy,Skin issue
6185,I must see a doctor i have an open wound,Open wound
6186,Severe pain in the ear,Ear ache
6187,I have a skin rash after eating an ice-cream.,Skin issue
6188,My chest acne breaks out and never clears up.,Acne
6189,My knees swell right below the knee cap and hurt when I put weight on them.,Knee pain
6190,I feel something hurt me in taking breath and I cant take my breath,Hard to breath
6191,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,Heart hurts
6192,When I played football I dislocated my shoulder,Injury from sports
6193,Hearing any loud sounds makes my ear aches,Ear ache
6194,I feel a sharp pain in my head when I think too hard.,Head ache
6195,My head ache since I woke up this morning.,Head ache
6196,longitudinal burning line across back with hard respiratory movements,Back pain
6197,"I can't stand up, I feel my brain is moving inside my skull.",Head ache
6198,I have pimples on my back.,Acne
6199,My shoulder hurts me so much,Shoulder pain
6200,My back is hurting so much.,Back pain
6201,I feel a sharp pain in the stomach after eating,Stomach ache
6202,I notice a lot more hair coming out than usual when I brush my hair,Hair falling out
6203,I feel cold when the night comes,Feeling cold
6204,i feel that is great pain in my left shoulder,Shoulder pain
6205,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough.",Feeling cold
